country_host,name,requirements,study_field,study_level,url
Singapur,"Becas Singapore International Graduate Award, Singa, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/b10109-becas-singapur-doctorado-singa/
el Reino Unido,"Beca de excelencia internacional de la Universidad Anglia Ruskin ARU, 2022-2023",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-de-excelencia-internacional-de-la-universidad-anglia-ruskin-aru-a2813/
,,,,,
Hungría,"Becas Alianza del Pacífico en Hungría, 2022",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-alianza-del-pacifico-en-hungria-a0773/
,,,,,
Colombia,"Becas Universidad al Barrio – Alcaldía de Barranquilla, 2022-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-universidad-al-barrio-alcaldia-de-barranquilla-a2805/
Colombia,"Becas para población víctima del conflicto armado en Colombia, 2022-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-para-poblacion-victima-del-conflicto-armado-en-colombia-a2369/
,,,,,
,,,,,
,,,,,
el Reino Unido,"Beca Reach Oxford Scholarship para estudiantes de países en desarrollo en la Universidad de Oxford, 2022-2023",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-alcance-para-estudiantes-de-paises-en-desarrollo-en-oxford-11344/
,,,,,
,,,,,
Colombia,"Beca-crédito Fondo Educación Superior para Todos – FEST, Alcaldía de Bogotá, 2022-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-credito-fondo-educacion-superior-para-todos-fest-alcaldia-de-bogota-a1151/
el Reino Unido,"Beca Oxford Pershing Square Graduate Scholarship, 2022-2023",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-de-posgrado-pershing-square-oxford-11343/
Colombia,"Convocatoria para acceso a educación superior a pueblos gitanos – ICETEX, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/convocatoria-para-acceso-a-educacion-superior-a-pueblos-gitanos-icetex-a2767/
,,,,,
Bélgica,"Becas Science@Leuven en Bélgica, 2022-2023",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-belgica-beca-de-ciencia-para-estudiantes-internacionales-ku-leuven-11325/
Francia,"Becas de movilidad “Academia de Talentos”, del Gobierno de Francia, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-movilidad-academia-de-talentos-del-gobierno-de-francia-a2252/
el Reino Unido,"Becas de la Universidad de Bristol – Think Big Undergraduate Scholarships, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-universidad-de-bristol-think-big-undergraduate-scholarships-a0661/
el Reino Unido,"Becas de la Universidad de Bristol – Think Big Postgraduate Scholarships, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-universidad-de-bristol-think-big-postgraduate-scholarships-a0660/
Japón,"Beca Líderes globales para el logro de los ODS – JICA, 2023",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-lideres-globales-para-el-logro-de-los-ods-jica-a2736/
Canadá,"Becas International student awards de la Universidad de Saskatchewan, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-international-student-awards-de-la-universidad-de-saskatchewan-a2735/
Canadá,"Becas de pregrado para estudiantes de nuevo ingreso en la Universidad Simon Fraser – SFU, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-de-pregrado-para-estudiantes-de-nuevo-ingreso-en-la-universidad-simon-fraser-sfu-a2732/
Francia,"Becas Ampère & Milyon – ENS Lyon en Francia, 2022-2023",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-ampere-y-milyon-ens-lyon-en-francia-a1992/
,,,,,
Chile,"Beca de Magíster Nacional – ANID Chile, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-de-magister-nacional-anid-chile-a2720/
,,,,,
,,,,,
,,,,,
Bélgica,"Becas ARES para maestrías y cursos en Bélgica, 2022-2023",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-ares-para-maestrias-y-cursos-en-belgica-a1374/
Suecia,"Beca IPOET para estudiantes internacionales en la Universidad Tecnológica Chalmers, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-suecia-beca-ipoet-para-estudiantes-internacionales-en-la-universidad-tecnologica-chalmers-11312/
otros países,"Becas Wells Mountain Initiative – WMI, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-wells-mountain-initiative-wmi-a2729/
"online,España","Becas OEA – Structuralia – IKLOX, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-structuralia-iklox-a1936/
China,"Becas para maestrías en China para colombianos, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestrias-en-china-para-colombianos-a1276/
"España,Portugal","Becas La Caixa de doctorado INPhiNIT- Retaining, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-la-caixa-de-doctorado-inphinit-retaining-a2660/
"online,España","Becas de matrícula de máster universitario para estudiantes sobresalientes de Colombia – UOC, 2021-2022 (2º semestre)",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-matricula-de-master-universitario-para-estudiantes-sobresalientes-de-colombia-uoc-a2483/
Chile,"Beca de Manutención para alumnos extranjeros de doctorado – AUIP – PUC Valparaíso, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-de-manutencion-para-alumnos-extranjeros-de-doctorado-auip-puc-valparaiso-a2012/
Estados Unidos,"Beca McDonald’s® HACER® National Scholarships para latinos en Estados Unidos, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-mcdonalds-hacer-national-scholarships-para-latinos-en-estados-unidos-a2659/
el Reino Unido,"Becas Cambridge Trust Scholarships de pregrado y postgrado, 2022",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-cambridge-trust-scholarships-de-pregrado-y-postgrado-a2647/
"Argentina,Bolivia,Chile,Colombia,Costa Rica,Cuba,Ecuador,El Salvador,España,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Puerto Rico,Uruguay,Venezuela,otros países","Ayudas para la lectura de Tesis Doctorales – AUIP, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/ayudas-para-la-lectura-de-tesis-doctorales-auip-a2646/
Australia,"Beca Vice Chancellor para estudiantes internacionales de grado de la Universidad Tecnológica de Sydney – UTS, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-vice-chancellor-para-estudiantes-internacionales-de-grado-de-la-universidad-tecnologica-de-sydney-uts-a2725/
,,,,,
,,,,,
Colombia,"Becas que cambian vidas del Distrito de Barrancabermeja, 2022-A",,ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-que-cambian-vidas-del-distrito-de-barrancabermeja-a2676/
China,"Becas de posgrado en el Instituto Tecnológico de Beijing, 2022",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-posgrado-en-el-instituto-tecnologico-de-beijing-a2674/
China,"Becas del Gobierno de China para estudiar en el Instituto Tecnológico de Harbin, 2022-2023",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-del-gobierno-de-china-para-estudiar-en-el-instituto-tecnologico-de-harbin-a2673/
,,,,,
Colombia,"Programa Jóvenes a la U, Bogotá, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/programa-jovenes-a-la-u-bogota-a2342/
"online,España","Becas OIJ – EUDE, 2022",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oij-eude-a2666/
,,,,,
España,"Beca internacional de Doctorado en el IRB Barcelona, 2022",,ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/beca-internacional-de-doctorado-en-el-irb-barcelona-a2628/
Hungría,"Becas Stipendium Hungaricum, 2022-2023",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-stipendium-hungaricum-a1266/
,,,,,
el Reino Unido,"Beca Gates Cambridge para estudiantes internacionales, 2022-2023",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-gates-cambridge-para-estudiantes-internacionales-11351/
Colombia,"Fondo Sapiencia EPM y universidades, 2022-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/fondo-sapiencia-epm-y-universidades-a2624/
Estados Unidos,"Becas OEA – Rowe Fund Student Loan program, 2022",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-rowe-fund-student-loan-program-11476/
Chile,"Beca de Doctorado Nacional – ANID Chile, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-de-doctorado-nacional-anid-chile-a2719/
Colombia,"Fondo Sapiencia con recursos de Presupuesto Participativo, 2022-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/fondo-sapiencia-con-recursos-de-presupuesto-participativo-a2623/
,,,,,
,,,,,
Estados Unidos,"Beca The Dream Scholarship – National Scholarship, 2022-2023",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-the-dream-scholarship-national-scholarship-a2050/
,,,,,
otros países,"Beca en la Universidad de Khalifa en Abu Dhabi, 2022-2023",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-en-la-universidad-de-khalifa-en-abu-dhabi-a0350/
China,"Becas Chongqing Municipal Government Mayor Scholarship en China, 2022",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-china-beca-chongqing-municipal-government-mayor-scholarship-11680/
Colombia,"Todas y todos a estudiar – Alcaldía de Santiago de Cali – Becas para programas técnicos y tecnológicos, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/todas-y-todos-a-estudiar-alcaldia-de-santiago-de-cali-becas-para-programas-tecnicos-y-tecnologicos-a2715/
España,"Beca Young Talented Leaders – Cubico – Celsia – IE Foundation, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-young-talented-leaders-cubico-celsia-ie-foundation-a2613/
"España,Portugal","Becas La Caixa de doctorado INPhiNIT- lncoming, 2022",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-la-caixa-de-doctorado-inphinit-lncoming-a1353/
,,,,,
España,"Becas AUIP de Movilidad para estancias Postdoctorales en universidades andaluzas, 2022",,"ciencias de la computación,Ingeniería",Posdoctorado,https://becas-sin-fronteras.com/beca/becas-auip-programa-de-becas-de-movilidad-postdoctoral-entre-universidades-latinoamericanas-y-andaluzas-2017-11876/
"Alemania,Arabia Saudita,Argelia,Austria,Bélgica,la República Checa,Dinamarca,Eslovaquia,Eslovenia,España,Estonia,Finlandia,Francia,Grecia,Holanda,Hungría,Irlanda,Islandia,Italia,Letonia,Lituania,Luxemburgo,Malta,Marruecos,Noruega,Polonia,el Reino Unido,Sudáfrica,Suecia,Suiza,Túnez,Turquía,otros países","Beca Generation Google Scholarship – EMEA, 2022",,ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-generation-google-scholarship-emea-a2604/
Suecia,"Becas de maestría en Suecia del Swedish Institute – SISGP, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-en-suecia-del-swedish-institute-sisgp-a1948/
,,,,,
,,,,,
Holanda,"Beca Holland – High Potential de la Universidad de Maastricht en Holanda, 2022-2023",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-alto-potencial-universidad-de-maastricht-11030/
,,,,,
,,,,,
,,,,,
Holanda,"Becas de excelencia Justus y Louise van Effen – TU Delft University of Technology, 2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-excelencia-justus-y-louise-van-effen-tu-delft-university-of-technology-a2586/
Estados Unidos,"Becas Dr. Juan Andrade Jr. para jóvenes líderes hispanos en Estados Unidos, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-dr-juan-andrade-jr-para-jovenes-lideres-hispanos-en-estados-unidos-a2633/
,,,,,
,,,,,
,,,,,
"Bolivia,Colombia,Ecuador,Guatemala,Honduras,Perú,otros países","Becas Russell E. Train Fellowships, del World Wildlife Foundation, WWF, 2022",,ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-russell-e-train-fellowships-del-world-wildlife-foundation-wwf-a1093/
Canadá,"Becas Vantage One Excellence Award del Vantage College de la Universidad de British Columbia, 2022",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-vantage-one-excellence-award-del-vantage-college-de-la-universidad-de-british-columbia-a2576/
